Name1,Name2,Equivalent
Take oral exam,Score &gt;= 600?,False
Take oral exam,Add additional requirements,False
Take oral exam,Create and add letter of motivation,False
Take oral exam,Add recommendations,False
Take oral exam,Add case-of-hardship certificate,False
Take oral exam,Check bachelor's degree,False
Take oral exam,Forward documents,False
Take oral exam,Documents &#10;received,False
Take oral exam,Send interview invitation,False
Take oral exam,Conduct interview,False
Take oral exam,Go to the interview,False
Take oral exam,Invited to an&#10;interview,False
Take oral exam,Precheck of documents,False
Take oral exam,Complete?,False
Take oral exam,Send commitment,False
Take oral exam,Checking for contentual match,False
Take oral exam,Check if has university entrance qualification,False
Take oral exam,Check for DSH,False
Take oral exam,Checking for completeness,False
Take oral exam,Choose Uni,False
Take oral exam,Fill in printed form of application for international students,False
Take oral exam,Send international application,False
Take oral exam,Send german application,False
Take oral exam,Fill in online form of application,False
Take oral exam,Receive Commitment,False
Take oral exam,Waiting for response,False
Take oral exam,Matriculate,False
Accepted&#10;provisionally,Apply online,False
Accepted&#10;provisionally,Send online protocol,False
Accepted&#10;provisionally,Send documents by post,False
Accepted&#10;provisionally,Take aptitude test,False
Accepted&#10;provisionally,Pay for aptitude test,False
Accepted&#10;provisionally,Wait for results,False
Accepted&#10;provisionally,Accepted,False
Accepted&#10;provisionally,Rejected,False
Accepted&#10;provisionally,Check documents,False
Accepted&#10;provisionally,Keep in the applicant pool,False
Accepted&#10;provisionally,Invite to an aptitude test,False
Accepted&#10;provisionally,Rank students according to GPA and the test results,False
Accepted&#10;provisionally,Evaluate,False
Accepted&#10;provisionally,Send letter of rejection,False
Accepted&#10;provisionally,Send letter of acceptance,False
Accepted&#10;provisionally,Documents&#10;received,False
Accepted&#10;provisionally,Take oral exam,False
Accepted&#10;provisionally,Accepted&#10;provisionally,False
Accepted&#10;provisionally,Wait for bachelor's certificate,False
Accepted&#10;provisionally,Certificate&#10;received,False
Accepted&#10;provisionally,Send bachelor's certificate,False
Accepted&#10;provisionally,Provisional &#10;acceptance&#10;cancelled,False
Accepted&#10;provisionally,Provisional&#10;acceptance&#10;confirmed,False
Accepted&#10;provisionally,Send letter of &#10;provisional acceptance,False
Accepted&#10;provisionally,Wait for Bachelor's certificate,False
Accepted&#10;provisionally,Check certificate,False
Accepted&#10;provisionally,Conduct oral examination,False
Accepted&#10;provisionally,Confirm provisional acceptance,False
Accepted&#10;provisionally,Cancel provisional acceptance,False
Accepted&#10;provisionally,Check application in time,False
Accepted&#10;provisionally,Complete and&#10;in time?,False
Accepted&#10;provisionally,Hand application over to examining board,False
Accepted&#10;provisionally,Rank with other applicants,False
Accepted&#10;provisionally,Rank sufficient?,False
Accepted&#10;provisionally,Send acceptance,False
Accepted&#10;provisionally,Send rejection,False
Accepted&#10;provisionally,Check if bachelor is sufficient,False
Accepted&#10;provisionally,Set additional requirements,False
Accepted&#10;provisionally,Check if bachelors-grade within top 85%,False
Accepted&#10;provisionally,Invite for talk,False
Accepted&#10;provisionally,Talk to applicant,False
Accepted&#10;provisionally,Document,False
Accepted&#10;provisionally,Fill out application&#10;form,False
Accepted&#10;provisionally,Complete application,False
Accepted&#10;provisionally,Add certificate of Bachelor degree,False
Accepted&#10;provisionally,German?,False
Accepted&#10;provisionally,Add certificate of German language,False
Accepted&#10;provisionally,Send application,False
Accepted&#10;provisionally,Receive rejection,False
Accepted&#10;provisionally,Immatriculate,False
Accepted&#10;provisionally,Receive acceptance,False
Accepted&#10;provisionally,Take&#10;interview,False
Accepted&#10;provisionally,Choose master program,False
Accepted&#10;provisionally,Receive application number and passwort,False
Accepted&#10;provisionally,Print out the online application form (GER),False
Accepted&#10;provisionally,Print out the online application form (INT),False
Accepted&#10;provisionally,Send all the requirements to the secretarial office for students,False
Accepted&#10;provisionally,Waiting for the response,False
Accepted&#10;provisionally,Receiving acceptance letter,False
Accepted&#10;provisionally,Reservation place,False
Accepted&#10;provisionally,Rejection,False
Accepted&#10;provisionally,Providing the missing documents,False
Accepted&#10;provisionally,Enrollment,False
Accepted&#10;provisionally,Receive application,False
Accepted&#10;provisionally,Rank application on scale from 1 to 10,False
Accepted&#10;provisionally,Assessment of application,False
Accepted&#10;provisionally,proof of uni degree provided,False
Accepted&#10;provisionally,requirements are not met or low ranking,False
Accepted&#10;provisionally,high ranking requirements are met,False
Accepted&#10;provisionally,proposed as accepted,False
Accepted&#10;provisionally,proposed as reserved,False
Accepted&#10;provisionally,proposed as rejected,False
Accepted&#10;provisionally,Final confirmation by head of the university,False
Accepted&#10;provisionally,Receiving the written applications,False
Accepted&#10;provisionally,Checking if complete,False
Accepted&#10;provisionally,Mark as not complete,False
Accepted&#10;provisionally,Mark as complete,False
Accepted&#10;provisionally,Send documents to selection committee,False
Accepted&#10;provisionally,Publishing the letters,False
Accepted&#10;provisionally,Update the applicant status,False
Accepted&#10;provisionally,Allocate an application number and password to each applicant,False
Accepted&#10;provisionally,Document online applications,False
Accepted&#10;provisionally,Check application complete,False
Accepted&#10;provisionally,Score bachelors grade,False
Accepted&#10;provisionally,Score motivation,False
Accepted&#10;provisionally,Score qualifications,False
Accepted&#10;provisionally,Sum scores,False
Accepted&#10;provisionally,Invite applicant for appointment,False
Accepted&#10;provisionally,Appoint applicant,False
Accepted&#10;provisionally,Make decision,False
Accepted&#10;provisionally,Accept application,False
Accepted&#10;provisionally,Attach additional requirements,False
